연번,군구명,병원종별,의료기관명,소재지,연락처,병실수,병상수,진료과목,비고
3050,계양구,치과의원,실로암치과의원,인천광역시 계양구 경명대로 1138(계산동),032-543-6833,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3051,계양구,치과의원,김계선치과의원,"인천광역시 계양구 계양대로 188, 대덕노바체 2층 일부호 (계산동)",032-549-2611,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3052,계양구,치과의원,신경하치과의원,"인천광역시 계양구 장제로 916, 2층 (병방동)",032-549-3581,0,0,예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3053,계양구,치과의원,안진수치과의원,"인천광역시 계양구 계양대로 44, 2층 (작전동, 덕용프라자)",032-549-7575,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3054,계양구,치과의원,박민호치과의원,인천광역시 계양구 아나지로417번길 21(작전동),032-546-7817,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3055,계양구,치과의원,이원근치과의원,"인천광역시 계양구 경명대로 1116, 하나상가 202호 (계산동)",032-541-8585,0,0,치과보존과 치주과 소아치과 치과교정과 구강악안면외과,
3056,계양구,치과의원,임선희치과의원,"인천광역시 계양구 장제로 903, 3층 (임학동)",032-544-2828,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3057,계양구,치과의원,임창하치과의원,인천광역시 계양구 계양대로 45(작전동),032-547-2196,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3058,계양구,치과의원,엄인석치과의원,인천광역시 계양구 봉오대로 739(작전동),032-545-2041,0,0,치주과 소아치과,
3059,계양구,치과의원,박진천치과의원,"인천광역시 계양구 계양산로215번길 2, 2, 3층 (병방동)",032-546-6644,0,0,예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3060,계양구,치과의원,국두환치과의원,"인천광역시 계양구 주부토로 399 (작전동, 푸른프라자)",032-543-0446,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3061,계양구,치과의원,조영호치과의원,인천광역시 계양구 경명대로 1043(계산동),032-541-5824,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3062,계양구,치과의원,이승택치과의원,"인천광역시 계양구 계양대로 215, 208호 (계산동, 신도브래뉴상가)",032-541-2828,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3063,계양구,치과의원,신동인치과의원,"인천광역시 계양구 오조산공원로 22, 305호 (용종동, 계양프라자)",032-541-1031,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3064,계양구,치과의원,정우현치과의원,"인천광역시 계양구 안남로 548, 307호 (효성동, 효성프라자)",032-547-2875,0,0,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 구강악안면방사선과 구강병리과 예방치과,
3065,계양구,치과의원,계양미치과의원,"인천광역시 계양구 계양대로 53, 휘림빌딩 2층 (작전동)",032-543-1590,0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3066,계양구,치과의원,두리부부치과의원,"인천광역시 계양구 안남로 512, 2층 (효성동)",032-547-9235,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
3067,계양구,한의원,경희으뜸한의원,"인천광역시 계양구 당미3길 30-1, 1층 (동양동)",070-4680-1337,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3068,계양구,한의원,조각목한의원,"인천광역시 계양구 계양대로 85, 2층 (작전동)",032-507-1075,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3069,계양구,한의원,훈한의원,"인천광역시 계양구 계산새로 93, 밀레니엄프라자 3층 301호 (용종동)",032-552-6608,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3070,계양구,한의원,강추한의원,"인천광역시 계양구 계양대로 176, 2층 (계산동)",032-719-7377,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3071,계양구,한의원,설명한의원,"인천광역시 계양구 장제로 903, 2층 (임학동)",032-551-3330,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3072,계양구,한의원,교대한의원,"인천광역시 계양구 계양대로 159-1, 2층 (계산동)",032-551-5379,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3073,계양구,한의원,조중엽한의원,"인천광역시 계양구 효서로145번길 1, 3층 (효성동)",032-553-5975,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3074,계양구,한의원,광덕안정한의원 인천작전점,"인천광역시 계양구 계양대로 65, 3층 (작전동)",032-721-8075,14,26,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3075,계양구,한의원,도앤다한의원 동양점,"인천광역시 계양구 양지로 42-1, 의진빌딩 1층 및 3층 (동양동)",032-710-8251,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3076,계양구,한의원,더베스트한의원,"인천광역시 계양구 오조산공원로 26, (주)골드프라자 3층 (용종동)",032-546-4975,10,16,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3077,계양구,한의원,작전경희한의원,인천광역시 계양구 작전시장로 16 (작전동),032-551-1052,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3078,계양구,한의원,경희힘한의원,"인천광역시 계양구 계양문화로 96, 강북프라자 306, 307호 (용종동)",032-548-8575,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3079,계양구,한의원,계양제일한의원,"인천광역시 계양구 경명대로 1096, 계산메디칼센타 2층 201호 (계산동)",032-545-3800,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3080,계양구,한의원,참다정한의원,"인천광역시 계양구 경명대로 1088, 2층 (계산동)",032-719-7510,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3081,계양구,한의원,대연당한의원,"인천광역시 계양구 경명대로 1074, 삼환1빌딩 302,307호 (계산동)",032-858-7772,0,0,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,
3082,계양구,한의원,동의본한의원,"인천광역시 계양구 병방시장로 78, 1층 일부호 (병방동)",032-361-1075,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 침구과,
3083,계양구,한의원,임학한의원,"인천광역시 계양구 장제로 877, 2층 (임학동)",032-547-2075,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3084,계양구,한의원,경희수한의원,"인천광역시 계양구 용종로 8, 2층 202호 (계산동)",032-555-3332,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방응급과,
3085,계양구,한의원,365한의원,"인천광역시 계양구 주부토로 537, 365한의원 2,4층 (계산동)",032-552-1033,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방응급과,
3086,계양구,한의원,선한의원,"인천광역시 계양구 계양대로 38, 5층 (작전동)",032-546-1175,0,0,한방내과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방부인과 한방소아과 한방재활의학과 한방응급과,
3087,계양구,한의원,경희참한의원,"인천광역시 계양구 계산새로65번길 17, 4층 (계산동)",032-541-7557,0,0,한방내과 한방부인과 한방소아과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방안·이비인후·피부과,
3088,계양구,한의원,바른한의원,"인천광역시 계양구 계양대로 149, 동산클리닉빌딩, 바른한의원 4층 402호 (계산동)",032-545-7582,0,0,한방내과 한방부인과 침구과 한방신경정신과 한방소아과 한방재활의학과 한방안·이비인후·피부과 사상체질과,
3089,계양구,한의원,다나한의원,인천광역시 계양구 주부토로472번길 11 (계산동),032-555-1075,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3090,계양구,한의원,안심한의원,"인천광역시 계양구 경명대로 1063, 2층 (계산동)",032-815-1075,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
3091,계양구,한의원,참사랑한의원,"인천광역시 계양구 효서로 300, 삼호프라자 2층 206호 (작전동)",032-543-3600,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 사상체질과 침구과,
3092,계양구,한의원,정한의원,인천광역시 계양구 형제봉길 57 (귤현동),032-543-1071,0,0,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방재활의학과 침구과,
3093,계양구,한의원,북경동인당한의원,인천광역시 계양구 장제로 895 (임학동),032-551-1050,0,0,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,
